protocol,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9
control_untreated_heat_2h_SFPQ_SFPQ,0.9417067307692308,0.9075885052447552,0.9535373263888888,0.9356971153846152,0.9500343406593408,0.940604967948718,0.9276055975274726,0.9368851273148148,0.9470653044871794,0.9513790246212122
control_untreated_heat_2h_SFPQ_DAPI_BIII_SFPQ,0.9839820636094674,0.9630408653846154,0.9891927083333334,0.9938054733727812,0.9802326579670328,0.9900824652777778,0.9778717376373628,0.9968171296296297,0.9949669471153846,0.9903473657024794
control_untreated_heat_2h_TDP-43_DAPI,0.7153245192307692,0.7853515625,0.7616091358418366,0.7471590909090909,0.7621193910256411,0.7414102359693879,0.7624457465277779,0.7313058035714286,0.8166142751479291,0.8483573717948718
control_untreated_heat_2h_TDP-43_BIII,0.9698846726190476,0.9878348214285714,0.9925063775510204,0.9707775297619048,0.9930088141025641,0.973809523809524,0.9151599702380953,0.9756181318681318,0.9820784684065932,0.984868646978022
control_untreated_heat_2h_TDP-43_DAPI_BIII,0.9849559294871796,0.9910590277777778,0.9885204081632653,0.9810132575757576,0.9985476762820512,0.9751275510204082,0.9458116319444444,0.9917922247023808,0.960521449704142,0.995868389423077
control_untreated_heat_2h_TDP-43_TDP-43,0.9954427083333331,0.9916666666666668,0.9958944515306122,0.995809659090909,0.9810822315705128,0.9726163903061226,0.9975477430555556,0.9879768668831168,0.9651692708333334,0.9603365384615384
control_untreated_heat_2h_TDP-43_DAPI_BIII_TDP-43,0.9970052083333334,0.9989366319444444,0.9957748724489796,0.9981770833333332,0.9976712740384616,0.9860889668367346,0.9948863636363636,0.9919338474025974,0.9950921474358976,0.9886568509615384
control_untreated_heat_2h_FUS_DAPI,0.7327323717948718,0.6297647664835164,0.7517299107142859,0.7176382211538461,0.6747150031887755,0.7126860119047619,0.7634327168367347,0.7439689217032966,0.6606878698224852,0.7194973692602041
control_untreated_heat_2h_FUS_BIII,0.9765252976190476,0.9695226648351648,0.9393136160714286,0.9791466346153846,0.9587053571428572,0.9725446428571428,0.9819568452380952,0.9845252403846154,0.916745364010989,0.9486208545918368
control_untreated_heat_2h_FUS_DAPI_BIII,0.9846354166666668,0.9772063873626372,0.960319674744898,0.9814102564102564,0.9601203762755104,0.9731584821428572,0.9855508609693876,0.9773566277472528,0.9193093565088756,0.9590441645408164
control_untreated_heat_2h_FUS_FUS,0.9495876736111112,0.9440247252747253,0.9680245535714286,0.919931891025641,0.9255420918367346,0.9247648278061223,0.961555325255102,0.9466002747252747,0.9151026257396452,0.938576211734694
control_untreated_heat_2h_FUS_DAPI_BIII_FUS,0.9960503472222222,0.9826579670329668,0.9831991390306124,0.9846153846153848,0.9702447385204082,0.9882613201530612,0.9982461734693878,0.9981756524725276,0.969535872781065,0.9467075892857142
control_untreated_heat_2h_hnRNPA1_DAPI,0.6635642538265306,0.7712890625,0.6706931089743591,0.8099959935897436,0.680268787202381,0.7073317307692307,0.7138392857142858,0.7592873086734693,0.7049708104395604,0.7023875956632654
control_untreated_heat_2h_hnRNPA1_BIII,0.9242931547619048,0.943154761904762,0.9714657738095238,0.9611378205128204,0.961116868622449,0.9397879464285714,0.9746651785714284,0.9346168154761904,0.9440967793367346,0.9790537308673468
control_untreated_heat_2h_hnRNPA1_DAPI_BIII,0.9422632334183674,0.9412946428571428,0.976923076923077,0.9662860576923076,0.9661690848214284,0.9337654532967034,0.9623697916666666,0.9215760522959184,0.9476304945054944,0.9866669323979592
control_untreated_heat_2h_hnRNPA1_hnRNPA1,0.9482421875,0.8936011904761905,0.898818108974359,0.8990584935897437,0.9132719494047621,0.8775326236263735,0.8811011904761905,0.9207091039540818,0.8111907623626374,0.9345105229591836
control_untreated_heat_2h_hnRNPA1_DAPI_BIII_hnRNPA1,0.9760243941326532,0.9821614583333332,0.9854567307692308,0.9849559294871796,0.9667271205357144,0.9676339285714284,0.982645089285714,0.9670161033163264,0.9578253777472528,0.994140625
control_untreated_heat_2h_hnRNPK_DAPI,0.7316778273809523,0.7115017361111111,0.6698474702380952,0.7581194196428571,0.6295479910714286,0.6923030931122449,0.7607621173469388,0.7206682477678572,0.7530691964285714,0.7309087396978022
control_untreated_heat_2h_hnRNPK_BIII,0.9516741071428572,0.9403087797619047,0.944828869047619,0.96953125,0.9183779761904762,0.9565529336734694,0.9803199404761904,0.8977399553571429,0.9320591517857142,0.9741908482142858
control_untreated_heat_2h_hnRNPK_DAPI_BIII,0.9611793154761904,0.9444661458333332,0.969921875,0.9769345238095236,0.9412760416666668,0.9500558035714284,0.9742705676020408,0.8933919270833333,0.8751717032967034,0.9731069711538461
control_untreated_heat_2h_hnRNPK_hnRNPK,0.8294084821428571,0.9244140625,0.8609002976190476,0.840234375,0.778515625,0.848622081043956,0.8809390943877552,0.8292625343406593,0.8507535133136095,0.8655777815934065
control_untreated_heat_2h_hnRNPK_DAPI_BIII_hnRNPK,0.957421875,0.9451822916666668,0.9751302083333334,0.9890625,0.9630022321428572,0.9445183722527472,0.9772401147959184,0.9160853794642858,0.9592964127218936,0.9666466346153846
control_untreated_heat_2h_all_DAPI,,,,,,,,,,
control_untreated_heat_2h_all_BIII,,,,,,,,,,
control_untreated_heat_2h_all_DAPI_BIII,,,,,,,,,,
control_untreated_osmotic_1h_SFPQ_DAPI,0.9145655776515152,0.8752734375000001,0.9156901041666669,0.8962673611111112,0.9248638731060608,0.8863313533057852,0.9080078125,0.8942057291666666,0.96265625,0.959418402777778
control_untreated_osmotic_1h_SFPQ_BIII,0.9793023003472224,0.9667484504132232,0.971502130681818,0.9815340909090908,0.9722222222222224,0.9785866477272728,0.9951171875,0.9785970052083334,0.9751420454545454,0.9839409722222222
control_untreated_osmotic_1h_SFPQ_DAPI_BIII,0.9851148200757576,0.9710546875,0.9803819444444444,0.9904378255208334,0.9677734375,0.9745738636363636,0.9970525568181818,0.9925426136363636,0.9853125,0.981255425347222
control_untreated_osmotic_1h_SFPQ_SFPQ,0.9885850694444444,0.9312890625,0.8867621527777777,0.8721110026041667,0.9252485795454546,0.9282986111111112,0.9497265625,0.9413707386363636,0.9598366477272726,0.9416429924242424
control_untreated_osmotic_1h_SFPQ_DAPI_BIII_SFPQ,0.9924913194444444,0.9749609375,0.989453125,0.9927164713541669,0.989080255681818,0.9940972222222224,0.9991319444444444,0.9997514204545456,0.9884375,0.9928385416666666
control_untreated_osmotic_1h_TDP-43_DAPI,0.8972981770833334,0.9071180555555556,0.923828125,0.9177083333333332,0.926830150462963,0.9158528645833334,0.9422940340909092,0.950491240530303,0.9112807765151516,0.9411783854166668
control_untreated_osmotic_1h_TDP-43_BIII,0.9638080018939394,0.9908961776859504,0.9880552685950412,0.9741358901515152,0.9854058159722222,0.9842664930555556,0.9731593276515152,0.9561434659090908,0.9889594184027776,0.9888237847222222
control_untreated_osmotic_1h_TDP-43_DAPI_BIII,0.9690755208333334,0.988947088068182,0.9892223011363636,0.9766276041666666,0.9825303819444444,0.9891927083333334,0.9965625,0.9648733428030304,0.9927201704545454,0.9863606770833332
control_untreated_osmotic_1h_TDP-43_TDP-43,0.96767578125,0.9328440656565656,0.9450816761363636,0.9262428977272728,0.9155454282407408,0.95224609375,0.9621803977272728,0.955255681818182,0.925958806818182,0.9546079282407408
control_untreated_osmotic_1h_TDP-43_DAPI_BIII_TDP-43,0.987109375,0.9960493607954546,0.9858132102272728,0.9880326704545456,0.9898003472222224,0.99130859375,0.99921875,0.9829222623966942,0.997455018939394,0.9776475694444444
control_untreated_osmotic_1h_FUS_DAPI,0.9219835069444442,0.9156901041666669,0.9127197265625,0.9285629734848484,0.9560908564814814,0.9392632378472222,0.9179144965277778,0.9275987413194444,0.9375295928030304,0.9551373106060606
control_untreated_osmotic_1h_FUS_BIII,0.9827202690972224,0.9799533420138888,0.9957953559027778,0.9881332859848484,0.9949815538194444,0.9996448863636364,0.994140625,0.9847547743055556,0.9945549242424244,0.9953243371212122
control_untreated_osmotic_1h_FUS_DAPI_BIII,0.9827202690972222,0.9818431712962964,0.9956868489583334,0.9929569128787878,0.9985894097222222,0.9999112215909092,0.99462890625,0.9887424045138888,0.993844696969697,0.998431581439394
control_untreated_osmotic_1h_FUS_FUS,0.9978298611111112,0.9796875,0.9680718315972224,0.9815932765151516,0.9920066550925928,0.9620496961805556,0.9288465711805554,0.980224609375,0.9981652462121212,0.9999704071969696
control_untreated_osmotic_1h_FUS_DAPI_BIII_FUS,0.9903700086805556,0.988136574074074,0.9996473524305556,0.9990826231060608,0.9992404513888888,1.0,0.9996202256944444,0.9959581163194444,0.9993489583333334,1.0
control_untreated_osmotic_1h_hnRNPA1_DAPI,0.8871256510416666,0.9227331912878788,0.8907137784090909,0.9102105034722222,0.91015625,0.9121981534090908,0.919189453125,0.9133843315972222,0.919921875,0.9278700086805556
control_untreated_osmotic_1h_hnRNPA1_BIII,0.9518229166666666,0.9692925347222224,0.9930826822916669,0.992974175347222,0.9842936197916669,0.9768337673611108,0.9926486545138888,0.9903700086805556,0.9489203559027778,0.9674750434027778
control_untreated_osmotic_1h_hnRNPA1_DAPI_BIII,0.9815266927083331,0.9889618844696968,0.9959753787878788,0.9955512152777776,0.9878580729166666,0.9949692234848484,0.9950086805555556,0.994873046875,0.9930160984848484,0.9562717013888888
control_untreated_osmotic_1h_hnRNPA1_hnRNPA1,0.9099663628472222,0.9579486268939392,0.9611742424242424,0.9438205295138888,0.9615885416666669,0.9667228929924241,0.8987087673611112,0.9944118923611112,0.8927137586805556,0.9665934244791669
control_untreated_osmotic_1h_hnRNPA1_DAPI_BIII_hnRNPA1,0.9939507378472222,0.9831616950757576,0.9986091382575756,0.9971788194444444,0.9965169270833332,0.9915660511363636,0.998046875,0.9986707899305556,0.9970407196969696,0.985107421875
control_untreated_osmotic_1h_hnRNPK_DAPI,0.924005681818182,0.9492927320075756,0.8803439670138891,0.939697265625,0.9199761284722222,0.9571200284090908,0.9157492897727272,0.9268798828125,0.9340080492424244,0.9007703993055556
control_untreated_osmotic_1h_hnRNPK_BIII,0.9960666232638888,0.9935709635416666,0.9893663194444444,0.9911295572916666,0.9890950520833334,0.9860568576388888,0.9765896267361108,0.9951171875,0.9841851128472222,0.9751519097222221
control_untreated_osmotic_1h_hnRNPK_DAPI_BIII,0.9965080492424244,0.996478456439394,0.9868706597222224,0.9942220052083334,0.9852701822916669,0.994140625,0.9798473011363636,0.9978841145833331,0.9888435132575756,0.9742024739583334
control_untreated_osmotic_1h_hnRNPK_hnRNPK,0.9186144111570248,0.9834576231060606,0.9772135416666669,0.9852701822916669,0.9613715277777776,0.9862393465909092,0.982599431818182,0.9882269965277776,0.9702000473484848,0.9734971788194444
control_untreated_osmotic_1h_hnRNPK_DAPI_BIII_hnRNPK,0.9996448863636364,0.9956498579545454,0.9942491319444444,0.9965277777777778,0.9908040364583334,0.9983132102272728,0.9963304924242424,0.998779296875,0.990411931818182,0.9750705295138888
control_untreated_osmotic_1h_all_DAPI,,,,,,,,,,
control_untreated_osmotic_1h_all_BIII,,,,,,,,,,
control_untreated_osmotic_1h_all_DAPI_BIII,,,,,,,,,,
control_untreated_osmotic_2h_SFPQ_DAPI,0.8828396267361109,0.8185014204545454,0.907568359375,0.8240152994791666,0.9137961647727272,0.8304332386363636,0.8784801136363636,0.894827178030303,0.916690340909091,0.8823242187500001
control_untreated_osmotic_2h_SFPQ_BIII,0.9615614149305556,0.9116062973484848,0.9365530303030304,0.8872612847222222,0.9541829427083331,0.8708274147727273,0.9888780381944444,0.9430067274305556,0.9395714962121212,0.9764539930555556
control_untreated_osmotic_2h_SFPQ_DAPI_BIII,0.9808756510416666,0.9405539772727272,0.96552734375,0.9414469401041666,0.9772135416666666,0.9352724690082644,0.9959161931818182,0.9533321496212122,0.9467684659090908,0.9823133680555556
control_untreated_osmotic_2h_SFPQ_SFPQ,0.958152488425926,0.8831676136363636,0.9287326388888892,0.9057210286458331,0.8868667140151515,0.8719460227272727,0.9743359375,0.9449251033057852,0.9119641012396692,0.9794625946969696
control_untreated_osmotic_2h_SFPQ_DAPI_BIII_SFPQ,0.9911024305555556,0.9592329545454544,0.9712890625,0.964599609375,0.967181581439394,0.9482599431818182,0.9962673611111108,0.9752388946280992,0.9716264204545456,0.9856474905303032
control_untreated_osmotic_2h_TDP-43_DAPI,0.8518880208333333,0.8755129419191918,0.8822798295454546,0.8885579427083333,0.8414351851851852,0.8130622632575757,0.8920809659090909,0.8632405598958334,0.7929848915289256,0.7434895833333333
control_untreated_osmotic_2h_TDP-43_BIII,0.9605232007575756,0.947650331439394,0.9686316287878788,0.9455295138888888,0.9167209201388892,0.880859375,0.908447265625,0.8875325520833333,0.9620768229166666,0.9741482204861112
control_untreated_osmotic_2h_TDP-43_DAPI_BIII,0.9825520833333332,0.9774700126262628,0.9757102272727272,0.9746744791666666,0.9310257523148148,0.9427083333333331,0.9771661931818184,0.9307725694444444,0.961357179752066,0.9712239583333332
control_untreated_osmotic_2h_TDP-43_TDP-43,0.9771809895833334,0.91635101010101,0.9551846590909092,0.8648082386363636,0.9340494791666666,0.9098455255681818,0.9610666322314052,0.9653468276515152,0.9581611570247934,0.90693359375
control_untreated_osmotic_2h_TDP-43_DAPI_BIII_TDP-43,0.9916015625,0.993213383838384,0.9771661931818182,0.9952414772727272,0.9653862847222224,0.985529119318182,0.9997514204545456,0.9743726325757576,0.990411931818182,0.9884114583333332
control_untreated_osmotic_2h_FUS_DAPI,0.8858371310763891,0.8568318684895834,0.8936730587121212,0.8586154513888888,0.9179144965277778,0.9061414930555556,0.8222064393939393,0.9003634982638891,0.9102450284090908,0.8641690340909092
control_untreated_osmotic_2h_FUS_BIII,0.9452039930555556,0.9449327256944444,0.9621310763888888,0.9890679253472222,0.9466417100694444,0.9981356534090908,0.9513617621527776,0.983154296875,0.974786931818182,0.9704071969696968
control_untreated_osmotic_2h_FUS_DAPI_BIII,0.9521484375,0.9211832682291666,0.9826290246212122,0.9835069444444444,0.9553313078703703,0.996685606060606,0.9692530776515152,0.9895833333333331,0.9930456912878788,0.971042097107438
control_untreated_osmotic_2h_FUS_FUS,0.9913736979166666,0.9229166666666666,0.9625922309027778,0.9590928819444444,0.9861111111111108,0.9472384982638888,0.96875,0.9871148003472224,0.9895080061983472,0.991509555785124
control_untreated_osmotic_2h_FUS_DAPI_BIII_FUS,0.996337890625,0.9947509765625,0.9992897727272728,0.9989691840277778,0.996997974537037,0.9998224431818182,0.9965080492424244,0.9992947048611108,0.9990315082644629,0.9990637913223142
control_untreated_osmotic_2h_hnRNPA1_DAPI,0.8577473958333334,0.7820149739583333,0.863353587962963,0.8445490056818182,0.8436075846354166,0.837298768939394,0.7397312973484849,0.8709038628472222,0.8636008522727273,0.775390625
control_untreated_osmotic_2h_hnRNPA1_BIII,0.9529893663194444,0.9473741319444444,0.9501139322916669,0.9353841145833336,0.9160452178030304,0.8992241753472223,0.922607421875,0.9623752170138888,0.9075520833333334,0.9364691840277778
control_untreated_osmotic_2h_hnRNPA1_DAPI_BIII,0.9670336174242424,0.9496744791666666,0.9684606481481479,0.9285629734848484,0.9451090494791669,0.9315814393939394,0.9588364109848484,0.9808485243055556,0.971484375,0.9159860321969696
control_untreated_osmotic_2h_hnRNPA1_hnRNPA1,0.9295691287878788,0.94306640625,0.9633608217592592,0.9556995738636364,0.9330240885416669,0.9363754734848484,0.9316110321969696,0.9664713541666669,0.9322916666666666,0.8474283854166667
control_untreated_osmotic_2h_hnRNPA1_DAPI_BIII_hnRNPA1,0.9739287405303032,0.98203125,0.9842303240740741,0.9861801609848484,0.9786783854166669,0.9696673768939394,0.9759410511363636,0.9877115885416664,0.9907315340909092,0.9714518229166668
control_untreated_osmotic_2h_hnRNPK_DAPI,0.7954915364583334,0.921978574810606,0.7833806818181819,0.8393961588541666,0.8412543402777778,0.8079833984375,0.8209092881944444,0.8620768229166667,0.7947862413194444,0.7472873263888888
control_untreated_osmotic_2h_hnRNPK_BIII,0.9303385416666666,0.9522840711805556,0.9059787326388888,0.9698153409090908,0.9030490451388888,0.9065212673611112,0.9679036458333332,0.9743923611111112,0.8708224826388888,0.9397786458333336
control_untreated_osmotic_2h_hnRNPK_DAPI_BIII,0.9618326822916666,0.9220229640151516,0.9179983428030304,0.9663899739583334,0.9419487847222222,0.9399685329861108,0.9720594618055556,0.9832356770833334,0.9334038628472222,0.8853081597222222
control_untreated_osmotic_2h_hnRNPK_hnRNPK,0.9237689393939394,0.9792850378787878,0.9534505208333334,0.9015299479166669,0.9613986545138888,0.9533962673611108,0.9466145833333331,0.9587890625,0.9268391927083334,0.9686414930555556
control_untreated_osmotic_2h_hnRNPK_DAPI_BIII_hnRNPK,0.984552556818182,0.989849668560606,0.96474609375,0.98193359375,0.9781901041666666,0.9875217013888888,0.9754774305555556,0.9958984375,0.9727105034722224,0.9741030092592592
control_untreated_osmotic_2h_all_DAPI,,,,,,,,,,
control_untreated_osmotic_2h_all_BIII,,,,,,,,,,
control_untreated_osmotic_2h_all_DAPI_BIII,,,,,,,,,,
control_untreated_osmotic_6h_SFPQ_DAPI,0.8553873697916666,0.90654296875,0.9629603794642858,0.7960379464285714,0.8634672619047619,0.9256184895833331,0.9803757440476192,0.9113932291666668,0.9276041666666666,0.6501116071428571
control_untreated_osmotic_6h_SFPQ_BIII,0.9899553571428572,0.9716796875,1.0,0.9464285714285714,0.9449936224489796,0.9952566964285716,0.946109693877551,0.9986979166666666,0.9999069940476192,0.9593563988095236
control_untreated_osmotic_6h_SFPQ_DAPI_BIII,0.9899088541666669,0.998828125,0.99609375,0.96484375,0.9901413690476192,0.9982096354166669,0.9428013392857144,0.9998697916666668,0.999609375,0.9838169642857144
control_untreated_osmotic_6h_SFPQ_SFPQ,0.970947265625,0.96796875,0.9852120535714286,0.9544642857142857,0.9854910714285716,0.9908203125,0.9877387152777778,0.9915178571428572,0.9990885416666668,0.9222935267857144
control_untreated_osmotic_6h_SFPQ_DAPI_BIII_SFPQ,0.995361328125,1.0,1.0,0.9775669642857144,0.9939732142857144,1.0,0.9772135416666669,0.999609375,0.99453125,0.9709821428571428
control_untreated_osmotic_6h_TDP-43_DAPI,0.8573404947916666,0.88779296875,0.8324962797619047,0.8558035714285714,0.91259765625,0.6951264880952379,0.8941127232142857,0.8940848214285714,0.9794921875,0.7665550595238095
control_untreated_osmotic_6h_TDP-43_BIII,0.9656575520833334,0.9972795758928572,0.9120396205357144,0.9999302455357144,0.9787946428571428,0.7964285714285715,0.9622130102040816,0.951171875,0.9993489583333334,0.8955676020408163
control_untreated_osmotic_6h_TDP-43_DAPI_BIII,0.9707845052083334,1.0,0.9906994047619048,0.9959821428571428,0.984375,0.8284970238095237,0.9977678571428572,0.9493303571428572,1.0,0.9487537202380952
control_untreated_osmotic_6h_TDP-43_TDP-43,0.9590773809523808,0.99169921875,0.9921875,0.9957589285714288,0.9855143229166666,0.9769345238095238,0.9926060267857144,0.9973214285714286,0.9654947916666669,0.9714471726190476
control_untreated_osmotic_6h_TDP-43_DAPI_BIII_TDP-43,0.9813988095238096,0.98486328125,0.9993303571428572,0.9981026785714286,0.9973958333333334,0.7736235119047621,1.0,0.9943080357142856,1.0,0.9950706845238096
control_untreated_osmotic_6h_FUS_DAPI,0.8849609375,0.91455078125,0.9157986111111112,0.7965959821428571,0.9092726934523808,0.8362165178571428,0.8940529336734694,0.9283854166666669,0.9420572916666666,0.9147321428571428
control_untreated_osmotic_6h_FUS_BIII,0.9993722098214286,0.9997209821428572,0.9937337239583331,0.9476143973214286,0.9558354591836736,0.9769610969387756,0.9585459183673468,0.9827008928571428,0.9990433673469388,0.9985650510204082
control_untreated_osmotic_6h_FUS_DAPI_BIII,0.9974609375,0.9991455078125,0.9979383680555556,0.951357886904762,0.9523809523809524,0.9702380952380952,0.9307238520408164,0.9723958333333332,0.9986979166666666,0.9967633928571428
control_untreated_osmotic_6h_FUS_FUS,0.9986746651785714,1.0,0.9560546875,0.9734534438775512,0.9985119047619048,0.9894903273809524,0.9950573979591836,0.9962022569444444,0.9985119047619048,0.9934895833333331
control_untreated_osmotic_6h_FUS_DAPI_BIII_FUS,1.0,1.0,0.9997829861111108,0.9999069940476192,0.9735863095238096,1.0,0.9994419642857144,0.9994791666666668,1.0,1.0
control_untreated_osmotic_6h_hnRNPA1_DAPI,0.9034598214285714,0.8751220703125,0.8155133928571429,0.93125,0.8882533482142858,0.7973400297619048,0.95625,0.8899872448979592,0.9338727678571428,0.7315848214285713
control_untreated_osmotic_6h_hnRNPA1_BIII,0.9677036830357144,0.9499162946428572,0.9609375,0.9979771205357142,0.974968112244898,0.8413318452380952,0.9897161989795916,0.8894292091836735,0.9847470238095238,0.9371811224489796
control_untreated_osmotic_6h_hnRNPA1_DAPI_BIII,0.9543108258928572,0.95849609375,0.9513392857142856,0.9985491071428572,0.9803292410714286,0.8693080357142857,0.9919642857142856,0.9331154336734694,0.970703125,0.927827380952381
control_untreated_osmotic_6h_hnRNPA1_hnRNPA1,0.9095982142857144,0.9644775390625,0.9525669642857144,0.883705357142857,0.9275948660714286,0.8705357142857142,0.9393973214285716,0.9091996173469388,0.9164341517857144,0.9055989583333331
control_untreated_osmotic_6h_hnRNPA1_DAPI_BIII_hnRNPA1,0.9787248883928572,0.99951171875,0.9964285714285714,0.9989955357142856,0.9924665178571428,0.9349330357142858,0.99921875,0.971061862244898,0.9986049107142856,0.9890252976190476
control_untreated_osmotic_6h_hnRNPK_DAPI,0.7389322916666666,0.8236490885416666,0.9325892857142856,0.8720105229591837,0.8130115327380952,0.7334449404761905,0.8653273809523809,0.8980189732142857,0.8543061755952379,0.8676060267857143
control_untreated_osmotic_6h_hnRNPK_BIII,0.9568219866071428,0.9489397321428572,0.9528459821428572,0.9821428571428572,0.9335140306122448,0.9736926020408164,0.84375,0.9686569940476192,0.9599011479591836,0.9751275510204082
control_untreated_osmotic_6h_hnRNPK_DAPI_BIII,0.9012044270833331,0.9676106770833331,0.9520089285714286,0.9916294642857144,0.9567522321428572,0.9867001488095238,0.8796875000000001,0.9720982142857144,0.9663318452380952,0.9861886160714286
control_untreated_osmotic_6h_hnRNPK_hnRNPK,0.9388020833333331,0.9834798177083334,0.96796875,0.9865274234693876,0.9476376488095238,0.9770275297619048,0.9741071428571428,0.9977678571428572,0.9601934523809524,0.953125
control_untreated_osmotic_6h_hnRNPK_DAPI_BIII_hnRNPK,0.9703776041666666,0.9893391927083334,0.9911830357142856,0.9905133928571428,0.9715401785714286,0.9896763392857142,0.9404017857142856,0.9965122767857144,0.9948846726190476,0.9899553571428572
control_untreated_osmotic_6h_all_DAPI,,,,,,,,,,
control_untreated_osmotic_6h_all_BIII,,,,,,,,,,
control_untreated_osmotic_6h_all_DAPI_BIII,,,,,,,,,,
